image,id,pixel_count,image_fraction
semantic_instance_90.png,5,9340,0.03562927
semantic_instance_90.png,6,3182,0.01213837
semantic_instance_91.png,0,90053,0.34352493
semantic_instance_91.png,1,93762,0.35767365
semantic_instance_91.png,2,20270,0.07732391
semantic_instance_91.png,3,18786,0.07166290
semantic_instance_91.png,4,26767,0.10210800
semantic_instance_91.png,5,9465,0.03610611
semantic_instance_91.png,6,3041,0.01160049
semantic_instance_92.png,0,89853,0.34276199
semantic_instance_92.png,1,93257,0.35574722
semantic_instance_92.png,2,20488,0.07815552
semantic_instance_92.png,3,19160,0.07308960
semantic_instance_92.png,4,26827,0.10233688
semantic_instance_92.png,5,9646,0.03679657
semantic_instance_92.png,6,2913,0.01111221
semantic_instance_93.png,0,89659,0.34202194
semantic_instance_93.png,1,92736,0.35375977
semantic_instance_93.png,2,20714,0.07901764
semantic_instance_93.png,3,19530,0.07450104
semantic_instance_93.png,4,26859,0.10245895
semantic_instance_93.png,5,9827,0.03748703
semantic_instance_93.png,6,2819,0.01075363
semantic_instance_94.png,0,89447,0.34121323
semantic_instance_94.png,1,92221,0.35179520
semantic_instance_94.png,2,20937,0.07986832
semantic_instance_94.png,3,19905,0.07593155
semantic_instance_94.png,4,26879,0.10253525
semantic_instance_94.png,5,10037,0.03828812
semantic_instance_94.png,6,2718,0.01036835
semantic_instance_95.png,0,89222,0.34035492
semantic_instance_95.png,1,91749,0.34999466
semantic_instance_95.png,2,21124,0.08058167
semantic_instance_95.png,3,20274,0.07733917
semantic_instance_95.png,4,26865,0.10248184
semantic_instance_95.png,5,10289,0.03924942
semantic_instance_95.png,6,2621,0.00999832
semantic_instance_96.png,0,88979,0.33942795
semantic_instance_96.png,1,91274,0.34818268
semantic_instance_96.png,2,21311,0.08129501
semantic_instance_96.png,3,20641,0.07873917
semantic_instance_96.png,4,26852,0.10243225
semantic_instance_96.png,5,10550,0.04024506
semantic_instance_96.png,6,2537,0.00967789
semantic_instance_97.png,0,88736,0.33850098
semantic_instance_97.png,1,90760,0.34622192
semantic_instance_97.png,2,21517,0.08208084
semantic_instance_97.png,3,21006,0.08013153
semantic_instance_97.png,4,26849,0.10242081
semantic_instance_97.png,5,10827,0.04130173
semantic_instance_97.png,6,2449,0.00934219
semantic_instance_98.png,0,88477,0.33751297
semantic_instance_98.png,1,90247,0.34426498
semantic_instance_98.png,2,21697,0.08276749
semantic_instance_98.png,3,21365,0.08150101
semantic_instance_98.png,4,26845,0.10240555
semantic_instance_98.png,5,11126,0.04244232
semantic_instance_98.png,6,2387,0.00910568
semantic_instance_99.png,0,88206,0.33647919
semantic_instance_99.png,1,89714,0.34223175
semantic_instance_99.png,2,21848,0.08334351
semantic_instance_99.png,3,21734,0.08290863
semantic_instance_99.png,4,26847,0.10241318
semantic_instance_99.png,5,11459,0.04371262
semantic_instance_99.png,6,2336,0.00891113
semantic_instance_100.png,0,87908,0.33534241
semantic_instance_100.png,1,89166,0.34014130
semantic_instance_100.png,2,22015,0.08398056
semantic_instance_100.png,3,22085,0.08424759
semantic_instance_100.png,4,26845,0.10240555
semantic_instance_100.png,5,11849,0.04520035
semantic_instance_100.png,6,2276,0.00868225
semantic_instance_101.png,0,87618,0.33423615
semantic_instance_101.png,1,88619,0.33805466
semantic_instance_101.png,2,22143,0.08446884
semantic_instance_101.png,3,22419,0.08552170
semantic_instance_101.png,4,26855,0.10244370
semantic_instance_101.png,5,12267,0.04679489
semantic_instance_101.png,6,2223,0.00848007
semantic_instance_102.png,0,87364,0.33326721
semantic_instance_102.png,1,88012,0.33573914
semantic_instance_102.png,2,22279,0.08498764
semantic_instance_102.png,3,22752,0.08679199
semantic_instance_102.png,4,26873,0.10251236
semantic_instance_102.png,5,12711,0.04848862
semantic_instance_102.png,6,2153,0.00821304
semantic_instance_103.png,0,87106,0.33228302
semantic_instance_103.png,1,87355,0.33323288
semantic_instance_103.png,2,22403,0.08546066
semantic_instance_103.png,3,23077,0.08803177
semantic_instance_103.png,4,26896,0.10260010
semantic_instance_103.png,5,13219,0.05042648
semantic_instance_103.png,6,2088,0.00796509
semantic_instance_104.png,0,86889,0.33145523
semantic_instance_104.png,1,86630,0.33046722
semantic_instance_104.png,2,22528,0.08593750
semantic_instance_104.png,3,23411,0.08930588
semantic_instance_104.png,4,26922,0.10269928
semantic_instance_104.png,5,13745,0.05243301
semantic_instance_104.png,6,2019,0.00770187
semantic_instance_105.png,0,86688,0.33068848
semantic_instance_105.png,1,85901,0.32768631
semantic_instance_105.png,2,22613,0.08626175
semantic_instance_105.png,3,23720,0.09048462
semantic_instance_105.png,4,26948,0.10279846
semantic_instance_105.png,5,14321,0.05463028
semantic_instance_105.png,6,1953,0.00745010
semantic_instance_106.png,0,86518,0.33003998
semantic_instance_106.png,1,85116,0.32469177
semantic_instance_106.png,2,22727,0.08669662
semantic_instance_106.png,3,24013,0.09160233
semantic_instance_106.png,4,26994,0.10297394
semantic_instance_106.png,5,14890,0.05680084
semantic_instance_106.png,6,1886,0.00719452
semantic_instance_107.png,0,86360,0.32943726
semantic_instance_107.png,1,84296,0.32156372
semantic_instance_107.png,2,22832,0.08709717
semantic_instance_107.png,3,24293,0.09267044
semantic_instance_107.png,4,27040,0.10314941
semantic_instance_107.png,5,15486,0.05907440
semantic_instance_107.png,6,1837,0.00700760
semantic_instance_108.png,0,86235,0.32896042
semantic_instance_108.png,1,83485,0.31847000
semantic_instance_108.png,2,22899,0.08735275
semantic_instance_108.png,3,24553,0.09366226
semantic_instance_108.png,4,27093,0.10335159
semantic_instance_108.png,5,16098,0.06140900
semantic_instance_108.png,6,1781,0.00679398
semantic_instance_109.png,0,86140,0.32859802
semantic_instance_109.png,1,82693,0.31544876
semantic_instance_109.png,2,22950,0.08754730
semantic_instance_109.png,3,24810,0.09464264
semantic_instance_109.png,4,27151,0.10357285
semantic_instance_109.png,5,16685,0.06364822
semantic_instance_109.png,6,1715,0.00654221
semantic_instance_110.png,0,86060,0.32829285
semantic_instance_110.png,1,81924,0.31251526
semantic_instance_110.png,2,22970,0.08762360
semantic_instance_110.png,3,25027,0.09547043
semantic_instance_110.png,4,27213,0.10380936
semantic_instance_110.png,5,17303,0.06600571
semantic_instance_110.png,6,1647,0.00628281
semantic_instance_111.png,0,85981,0.32799149
semantic_instance_111.png,1,81176,0.30966187
semantic_instance_111.png,2,22961,0.08758926
semantic_instance_111.png,3,25221,0.09621048
semantic_instance_111.png,4,27285,0.10408401
semantic_instance_111.png,5,17940,0.06843567
semantic_instance_111.png,6,1580,0.00602722
semantic_instance_112.png,0,85940,0.32783508
semantic_instance_112.png,1,80434,0.30683136
semantic_instance_112.png,2,22915,0.08741379
semantic_instance_112.png,3,25455,0.09710312
semantic_instance_112.png,4,27345,0.10431290
semantic_instance_112.png,5,18557,0.07078934
semantic_instance_112.png,6,1498,0.00571442
semantic_instance_113.png,0,85895,0.32766342
semantic_instance_113.png,1,79837,0.30455399
semantic_instance_113.png,2,22854,0.08718109
semantic_instance_113.png,3,25620,0.09773254
semantic_instance_113.png,4,27331,0.10425949
semantic_instance_113.png,5,19180,0.07316589
semantic_instance_113.png,6,1427,0.00544357
semantic_instance_114.png,0,85794,0.32727814
semantic_instance_114.png,1,79367,0.30276108
semantic_instance_114.png,2,22770,0.08686066
semantic_instance_114.png,3,25787,0.09836960
semantic_instance_114.png,4,27241,0.10391617
semantic_instance_114.png,5,19817,0.07559586
semantic_instance_114.png,6,1368,0.00521851
semantic_instance_115.png,0,85759,0.32714462
semantic_instance_115.png,1,79100,0.30174255
semantic_instance_115.png,2,22669,0.08647537
semantic_instance_115.png,3,25919,0.09887314
semantic_instance_115.png,4,26961,0.10284805
semantic_instance_115.png,5,20435,0.07795334
semantic_instance_115.png,6,1301,0.00496292
semantic_instance_116.png,0,85817,0.32736588
semantic_instance_116.png,1,78920,0.30105591
semantic_instance_116.png,2,22567,0.08608627
semantic_instance_116.png,3,26009,0.09921646
semantic_instance_116.png,4,26563,0.10132980
semantic_instance_116.png,5,21033,0.08023453
semantic_instance_116.png,6,1235,0.00471115
semantic_instance_117.png,0,85898,0.32767487
semantic_instance_117.png,1,78816,0.30065918
semantic_instance_117.png,2,22419,0.08552170
semantic_instance_117.png,3,26102,0.09957123
semantic_instance_117.png,4,26122,0.09964752
semantic_instance_117.png,5,21598,0.08238983
semantic_instance_117.png,6,1189,0.00453568
semantic_instance_118.png,0,85966,0.32793427
semantic_instance_118.png,1,78672,0.30010986
semantic_instance_118.png,2,22245,0.08485794
semantic_instance_118.png,3,26158,0.09978485
semantic_instance_118.png,4,25796,0.09840393
semantic_instance_118.png,5,22143,0.08446884
semantic_instance_118.png,6,1164,0.00444031
semantic_instance_119.png,0,86098,0.32843781
semantic_instance_119.png,1,78668,0.30009460
semantic_instance_119.png,2,22052,0.08412170
semantic_instance_119.png,3,26211,0.09998703
semantic_instance_119.png,4,25314,0.09656525
semantic_instance_119.png,5,22642,0.08637238
semantic_instance_119.png,6,1159,0.00442123
semantic_instance_120.png,0,86232,0.32894897
semantic_instance_120.png,1,78689,0.30017471
semantic_instance_120.png,2,21882,0.08347321
semantic_instance_120.png,3,26238,0.10009003
semantic_instance_120.png,4,24857,0.09482193
semantic_instance_120.png,5,23088,0.08807373
semantic_instance_120.png,6,1158,0.00441742
semantic_instance_121.png,0,86404,0.32960510
semantic_instance_121.png,1,78680,0.30014038
semantic_instance_121.png,2,21738,0.08292389
semantic_instance_121.png,3,26244,0.10011292
semantic_instance_121.png,4,24391,0.09304428
semantic_instance_121.png,5,23516,0.08970642
semantic_instance_121.png,6,1171,0.00446701
semantic_instance_122.png,0,86634,0.33048248
semantic_instance_122.png,1,78697,0.30020523
semantic_instance_122.png,2,21571,0.08228683
semantic_instance_122.png,3,26220,0.10002136
semantic_instance_122.png,4,23939,0.09132004
semantic_instance_122.png,5,23880,0.09109497
semantic_instance_122.png,6,1203,0.00458908
semantic_instance_123.png,0,86888,0.33145142
semantic_instance_123.png,1,78807,0.30062485
semantic_instance_123.png,2,21411,0.08167648
semantic_instance_123.png,3,26154,0.09976959
semantic_instance_123.png,4,23457,0.08948135
semantic_instance_123.png,5,24192,0.09228516
semantic_instance_123.png,6,1235,0.00471115
semantic_instance_124.png,0,87203,0.33265305
semantic_instance_124.png,1,78928,0.30108643
semantic_instance_124.png,2,21230,0.08098602
semantic_instance_124.png,3,26089,0.09952164
semantic_instance_124.png,4,22985,0.08768082
semantic_instance_124.png,5,24429,0.09318924
semantic_instance_124.png,6,1280,0.00488281
semantic_instance_125.png,0,87544,0.33395386
semantic_instance_125.png,1,79128,0.30184937
semantic_instance_125.png,2,21056,0.08032227
semantic_instance_125.png,3,25994,0.09915924
semantic_instance_125.png,4,22460,0.08567810
semantic_instance_125.png,5,24631,0.09395981
semantic_instance_125.png,6,1331,0.00507736
semantic_instance_126.png,0,87937,0.33545303
semantic_instance_126.png,1,79393,0.30286026
semantic_instance_126.png,2,20860,0.07957458
semantic_instance_126.png,3,25896,0.09878540
semantic_instance_126.png,4,21864,0.08340454
semantic_instance_126.png,5,24806,0.09462738
semantic_instance_126.png,6,1388,0.00529480
semantic_instance_127.png,0,88382,0.33715057
semantic_instance_127.png,1,79707,0.30405807
semantic_instance_127.png,2,20667,0.07883835
semantic_instance_127.png,3,25753,0.09823990
semantic_instance_127.png,4,21224,0.08096313
semantic_instance_127.png,5,24971,0.09525681
semantic_instance_127.png,6,1440,0.00549316
semantic_instance_128.png,0,88844,0.33891296
semantic_instance_128.png,1,80100,0.30555725
semantic_instance_128.png,2,20455,0.07802963
semantic_instance_128.png,3,25602,0.09766388
semantic_instance_128.png,4,20546,0.07837677
semantic_instance_128.png,5,25097,0.09573746
semantic_instance_128.png,6,1500,0.00572205
semantic_instance_129.png,0,89356,0.34086609
semantic_instance_129.png,1,80502,0.30709076
semantic_instance_129.png,2,20262,0.07729340
semantic_instance_129.png,3,25434,0.09702301
semantic_instance_129.png,4,19835,0.07566452
semantic_instance_129.png,5,25198,0.09612274
semantic_instance_129.png,6,1557,0.00593948
semantic_instance_130.png,0,89903,0.34295273
semantic_instance_130.png,1,80933,0.30873489
semantic_instance_130.png,2,20082,0.07660675
semantic_instance_130.png,3,25244,0.09629822
semantic_instance_130.png,4,19075,0.07276535
semantic_instance_130.png,5,25279,0.09643173
semantic_instance_130.png,6,1628,0.00621033
semantic_instance_131.png,0,90462,0.34508514
semantic_instance_131.png,1,81369,0.31039810
semantic_instance_131.png,2,19916,0.07597351
semantic_instance_131.png,3,25026,0.09546661
semantic_instance_131.png,4,18315,0.06986618
semantic_instance_131.png,5,25357,0.09672928
semantic_instance_131.png,6,1699,0.00648117
semantic_instance_132.png,0,91021,0.34721756
semantic_instance_132.png,1,81774,0.31194305
semantic_instance_132.png,2,19772,0.07542419
semantic_instance_132.png,3,24816,0.09466553
semantic_instance_132.png,4,17554,0.06696320
semantic_instance_132.png,5,25428,0.09700012
semantic_instance_132.png,6,1779,0.00678635
semantic_instance_133.png,0,91587,0.34937668
semantic_instance_133.png,1,82159,0.31341171
semantic_instance_133.png,2,19647,0.07494736
semantic_instance_133.png,3,24575,0.09374619
semantic_instance_133.png,4,16795,0.06406784
semantic_instance_133.png,5,25515,0.09733200
semantic_instance_133.png,6,1866,0.00711823
semantic_instance_134.png,0,92160,0.35156250
semantic_instance_134.png,1,82529,0.31482315
semantic_instance_134.png,2,19554,0.07459259
semantic_instance_134.png,3,24310,0.09273529
semantic_instance_134.png,4,16052,0.06123352
semantic_instance_134.png,5,25554,0.09748077
semantic_instance_134.png,6,1985,0.00757217
semantic_instance_135.png,0,92721,0.35370255
semantic_instance_135.png,1,82890,0.31620026
semantic_instance_135.png,2,19472,0.07427979
semantic_instance_135.png,3,24042,0.09171295
semantic_instance_135.png,4,15304,0.05838013
semantic_instance_135.png,5,25569,0.09753799
semantic_instance_135.png,6,2146,0.00818634
semantic_instance_136.png,0,93288,0.35586548
semantic_instance_136.png,1,83214,0.31743622
semantic_instance_136.png,2,19401,0.07400894
semantic_instance_136.png,3,23769,0.09067154
semantic_instance_136.png,4,14572,0.05558777
semantic_instance_136.png,5,25561,0.09750748
semantic_instance_136.png,6,2339,0.00892258
semantic_instance_137.png,0,93835,0.35795212
semantic_instance_137.png,1,83548,0.31871033
semantic_instance_137.png,2,19302,0.07363129
semantic_instance_137.png,3,23497,0.08963394
semantic_instance_137.png,4,13829,0.05275345
semantic_instance_137.png,5,25526,0.09737396
semantic_instance_137.png,6,2607,0.00994492
semantic_instance_138.png,0,94389,0.36006546
semantic_instance_138.png,1,83910,0.32009125
semantic_instance_138.png,2,19216,0.07330322
semantic_instance_138.png,3,23186,0.08844757
semantic_instance_138.png,4,13101,0.04997635
semantic_instance_138.png,5,25470,0.09716034
semantic_instance_138.png,6,2872,0.01095581
semantic_instance_139.png,0,94902,0.36202240
semantic_instance_139.png,1,84328,0.32168579
semantic_instance_139.png,2,19133,0.07298660
semantic_instance_139.png,3,22877,0.08726883
semantic_instance_139.png,4,12385,0.04724503
semantic_instance_139.png,5,25441,0.09704971
semantic_instance_139.png,6,3078,0.01174164
semantic_instance_140.png,0,95416,0.36398315
semantic_instance_140.png,1,84837,0.32362747
semantic_instance_140.png,2,19035,0.07261276
semantic_instance_140.png,3,22566,0.08608246
semantic_instance_140.png,4,11667,0.04450607
semantic_instance_140.png,5,25412,0.09693909
semantic_instance_140.png,6,3211,0.01224899
semantic_instance_141.png,0,95896,0.36581421
semantic_instance_141.png,1,85438,0.32592010
semantic_instance_141.png,2,18934,0.07222748
semantic_instance_141.png,3,22237,0.08482742
semantic_instance_141.png,4,10968,0.04183960
semantic_instance_141.png,5,25393,0.09686661
semantic_instance_141.png,6,3278,0.01250458
semantic_instance_142.png,0,96381,0.36766434
semantic_instance_142.png,1,86155,0.32865524
semantic_instance_142.png,2,18780,0.07164001
semantic_instance_142.png,3,21911,0.08358383
semantic_instance_142.png,4,10285,0.03923416
semantic_instance_142.png,5,25357,0.09672928
semantic_instance_142.png,6,3275,0.01249313
semantic_instance_143.png,0,96941,0.36980057
semantic_instance_143.png,1,86937,0.33163834
semantic_instance_143.png,2,18603,0.07096481
semantic_instance_143.png,3,21585,0.08234024
semantic_instance_143.png,4,9608,0.03665161
semantic_instance_143.png,5,25286,0.09645844
semantic_instance_143.png,6,3184,0.01214600
semantic_instance_144.png,0,97582,0.37224579
semantic_instance_144.png,1,87754,0.33475494
semantic_instance_144.png,2,18374,0.07009125
semantic_instance_144.png,3,21256,0.08108521
semantic_instance_144.png,4,8952,0.03414917
semantic_instance_144.png,5,25198,0.09612274
semantic_instance_144.png,6,3028,0.01155090
semantic_instance_145.png,0,98330,0.37509918
semantic_instance_145.png,1,88537,0.33774185
semantic_instance_145.png,2,18133,0.06917191
semantic_instance_145.png,3,20933,0.07985306
semantic_instance_145.png,4,8292,0.03163147
semantic_instance_145.png,5,25109,0.09578323
semantic_instance_145.png,6,2810,0.01071930
semantic_instance_146.png,0,99095,0.37801743
semantic_instance_146.png,1,89329,0.34076309
semantic_instance_146.png,2,17880,0.06820679
semantic_instance_146.png,3,20596,0.07856750
semantic_instance_146.png,4,7686,0.02931976
semantic_instance_146.png,5,24967,0.09524155
semantic_instance_146.png,6,2591,0.00988388
semantic_instance_147.png,0,99910,0.38112640
semantic_instance_147.png,1,90008,0.34335327
semantic_instance_147.png,2,17607,0.06716537
semantic_instance_147.png,3,20264,0.07730103
semantic_instance_147.png,4,7141,0.02724075
semantic_instance_147.png,5,24868,0.09486389
semantic_instance_147.png,6,2346,0.00894928
semantic_instance_148.png,0,100706,0.38416290
semantic_instance_148.png,1,90651,0.34580612
semantic_instance_148.png,2,17331,0.06611252
semantic_instance_148.png,3,19941,0.07606888
semantic_instance_148.png,4,6648,0.02536011
semantic_instance_148.png,5,24768,0.09448242
semantic_instance_148.png,6,2099,0.00800705
semantic_instance_149.png,0,101533,0.38731766
semantic_instance_149.png,1,91275,0.34818649
semantic_instance_149.png,2,17056,0.06506348
semantic_instance_149.png,3,19607,0.07479477
semantic_instance_149.png,4,6196,0.02363586
semantic_instance_149.png,5,24679,0.09414291
semantic_instance_149.png,6,1798,0.00685883
semantic_instance_150.png,0,102412,0.39067078
semantic_instance_150.png,1,91808,0.35021973
semantic_instance_150.png,2,16757,0.06392288
semantic_instance_150.png,3,19288,0.07357788
semantic_instance_150.png,4,5781,0.02205276
semantic_instance_150.png,5,24596,0.09382629
semantic_instance_150.png,6,1502,0.00572968
semantic_instance_151.png,0,103138,0.39344025
semantic_instance_151.png,1,92398,0.35247040
semantic_instance_151.png,2,16450,0.06275177
semantic_instance_151.png,3,18961,0.07233047
semantic_instance_151.png,4,5448,0.02078247
semantic_instance_151.png,5,24472,0.09335327
semantic_instance_151.png,6,1277,0.00487137
semantic_instance_152.png,0,103876,0.39625549
semantic_instance_152.png,1,92882,0.35431671
semantic_instance_152.png,2,16112,0.06146240
semantic_instance_152.png,3,18640,0.07110596
semantic_instance_152.png,4,5192,0.01980591
semantic_instance_152.png,5,24347,0.09287643
semantic_instance_152.png,6,1095,0.00417709
semantic_instance_153.png,0,104635,0.39915085
semantic_instance_153.png,1,93335,0.35604477
semantic_instance_153.png,2,15741,0.06004715
semantic_instance_153.png,3,18332,0.06993103
semantic_instance_153.png,4,5002,0.01908112
semantic_instance_153.png,5,24192,0.09228516
semantic_instance_153.png,6,907,0.00345993
semantic_instance_154.png,0,105383,0.40200424
semantic_instance_154.png,1,93780,0.35774231
semantic_instance_154.png,2,15337,0.05850601
semantic_instance_154.png,3,18012,0.06871033
semantic_instance_154.png,4,4886,0.01863861
semantic_instance_154.png,5,24039,0.09170151
semantic_instance_154.png,6,707,0.00269699
semantic_instance_155.png,0,106160,0.40496826
semantic_instance_155.png,1,94147,0.35914230
semantic_instance_155.png,2,14978,0.05713654
semantic_instance_155.png,3,17712,0.06756592
semantic_instance_155.png,4,4724,0.01802063
semantic_instance_155.png,5,23903,0.09118271
semantic_instance_155.png,6,520,0.00198364
semantic_instance_156.png,0,106947,0.40797043
semantic_instance_156.png,1,94417,0.36017227
semantic_instance_156.png,2,14590,0.05565643
semantic_instance_156.png,3,17409,0.06641006
semantic_instance_156.png,4,4603,0.01755905
semantic_instance_156.png,5,23790,0.09075165
semantic_instance_156.png,6,388,0.00148010
semantic_instance_157.png,0,107752,0.41104126
semantic_instance_157.png,1,94625,0.36096573
semantic_instance_157.png,2,14087,0.05373764
semantic_instance_157.png,3,17120,0.06530762
semantic_instance_157.png,4,4499,0.01716232
semantic_instance_157.png,5,23691,0.09037399
semantic_instance_157.png,6,370,0.00141144
semantic_instance_158.png,0,108562,0.41413116
semantic_instance_158.png,1,94883,0.36194992
semantic_instance_158.png,2,13519,0.05157089
semantic_instance_158.png,3,16824,0.06417847
semantic_instance_158.png,4,4419,0.01685715
semantic_instance_158.png,5,23573,0.08992386
semantic_instance_158.png,6,364,0.00138855
semantic_instance_159.png,0,109373,0.41722488
semantic_instance_159.png,1,95141,0.36293411
semantic_instance_159.png,2,12975,0.04949570
semantic_instance_159.png,3,16544,0.06311035
semantic_instance_159.png,4,4303,0.01641464
semantic_instance_159.png,5,23452,0.08946228
semantic_instance_159.png,6,356,0.00135803
semantic_instance_160.png,0,110237,0.42052078
semantic_instance_160.png,1,95359,0.36376572
semantic_instance_160.png,2,12409,0.04733658
semantic_instance_160.png,3,16271,0.06206894
semantic_instance_160.png,4,4211,0.01606369
semantic_instance_160.png,5,23302,0.08889008
semantic_instance_160.png,6,355,0.00135422
semantic_instance_161.png,0,111139,0.42396164
semantic_instance_161.png,1,95506,0.36432648
semantic_instance_161.png,2,11818,0.04508209
semantic_instance_161.png,3,15996,0.06101990
semantic_instance_161.png,4,4123,0.01572800
semantic_instance_161.png,5,23139,0.08826828
semantic_instance_161.png,6,423,0.00161362
semantic_instance_162.png,0,112029,0.42735672
semantic_instance_162.png,1,95539,0.36445236
semantic_instance_162.png,2,11248,0.04290771
semantic_instance_162.png,3,15744,0.06005859
semantic_instance_162.png,4,3991,0.01522446
semantic_instance_162.png,5,23000,0.08773804
semantic_instance_162.png,6,593,0.00226212
semantic_instance_163.png,0,112916,0.43074036
semantic_instance_163.png,1,95478,0.36421967
semantic_instance_163.png,2,10660,0.04066467
semantic_instance_163.png,3,15488,0.05908203
semantic_instance_163.png,4,3871,0.01476669
semantic_instance_163.png,5,22884,0.08729553
semantic_instance_163.png,6,847,0.00323105
semantic_instance_164.png,0,113793,0.43408585
semantic_instance_164.png,1,95323,0.36362839
semantic_instance_164.png,2,10062,0.03838348
semantic_instance_164.png,3,15243,0.05814743
semantic_instance_164.png,4,3741,0.01427078
semantic_instance_164.png,5,22778,0.08689117
semantic_instance_164.png,6,1204,0.00459290
semantic_instance_165.png,0,114596,0.43714905
semantic_instance_165.png,1,95197,0.36314774
semantic_instance_165.png,2,9500,0.03623962
semantic_instance_165.png,3,14983,0.05715561
semantic_instance_165.png,4,3547,0.01353073
semantic_instance_165.png,5,22676,0.08650208
semantic_instance_165.png,6,1645,0.00627518
semantic_instance_166.png,0,115279,0.43975449
semantic_instance_166.png,1,95056,0.36260986
semantic_instance_166.png,2,8901,0.03395462
semantic_instance_166.png,3,14771,0.05634689
semantic_instance_166.png,4,3346,0.01276398
semantic_instance_166.png,5,22583,0.08614731
semantic_instance_166.png,6,2208,0.00842285
semantic_instance_167.png,0,115868,0.44200134
semantic_instance_167.png,1,94937,0.36215591
semantic_instance_167.png,2,8369,0.03192520
semantic_instance_167.png,3,14547,0.05549240
semantic_instance_167.png,4,3114,0.01187897
semantic_instance_167.png,5,22469,0.08571243
semantic_instance_167.png,6,2840,0.01083374
semantic_instance_168.png,0,116276,0.44355774
semantic_instance_168.png,1,94797,0.36162186
semantic_instance_168.png,2,7850,0.02994537
semantic_instance_168.png,3,14323,0.05463791
semantic_instance_168.png,4,2972,0.01133728
semantic_instance_168.png,5,22360,0.08529663
semantic_instance_168.png,6,3566,0.01360321
semantic_instance_169.png,0,116602,0.44480133
semantic_instance_169.png,1,94738,0.36139679
semantic_instance_169.png,2,7409,0.02826309
semantic_instance_169.png,3,14099,0.05378342
semantic_instance_169.png,4,2766,0.01055145
semantic_instance_169.png,5,22215,0.08474350
semantic_instance_169.png,6,4315,0.01646042
semantic_instance_170.png,0,116874,0.44583893
semantic_instance_170.png,1,94663,0.36111069
semantic_instance_170.png,2,7038,0.02684784
semantic_instance_170.png,3,13911,0.05306625
semantic_instance_170.png,4,2486,0.00948334
semantic_instance_170.png,5,22134,0.08443451
semantic_instance_170.png,6,5038,0.01921844
semantic_instance_171.png,0,117092,0.44667053
semantic_instance_171.png,1,94718,0.36132050
semantic_instance_171.png,2,6680,0.02548218
semantic_instance_171.png,3,13708,0.05229187
semantic_instance_171.png,4,2194,0.00836945
semantic_instance_171.png,5,22013,0.08397293
semantic_instance_171.png,6,5739,0.02189255
semantic_instance_172.png,0,117268,0.44734192
semantic_instance_172.png,1,94718,0.36132050
semantic_instance_172.png,2,6320,0.02410889
semantic_instance_172.png,3,13529,0.05160904
semantic_instance_172.png,4,1910,0.00728607
semantic_instance_172.png,5,21958,0.08376312
semantic_instance_172.png,6,6441,0.02457047
semantic_instance_173.png,0,117495,0.44820786
semantic_instance_173.png,1,94764,0.36149597
semantic_instance_173.png,2,5919,0.02257919
semantic_instance_173.png,3,13337,0.05087662
semantic_instance_173.png,4,1672,0.00637817
semantic_instance_173.png,5,21891,0.08350754
semantic_instance_173.png,6,7066,0.02695465
semantic_instance_174.png,0,117741,0.44914627
semantic_instance_174.png,1,94812,0.36167908
semantic_instance_174.png,2,5527,0.02108383
semantic_instance_174.png,3,13167,0.05022812
semantic_instance_174.png,4,1447,0.00551987
semantic_instance_174.png,5,21849,0.08334732
semantic_instance_174.png,6,7601,0.02899551
semantic_instance_175.png,0,118048,0.45031738
semantic_instance_175.png,1,94811,0.36167526
semantic_instance_175.png,2,5210,0.01987457
semantic_instance_175.png,3,12991,0.04955673
semantic_instance_175.png,4,1264,0.00482178
semantic_instance_175.png,5,21735,0.08291245
semantic_instance_175.png,6,8085,0.03084183
semantic_instance_176.png,0,118414,0.45171356
semantic_instance_176.png,1,94859,0.36185837
semantic_instance_176.png,2,4809,0.01834488
semantic_instance_176.png,3,12841,0.04898453
semantic_instance_176.png,4,1096,0.00418091
semantic_instance_176.png,5,21647,0.08257675
semantic_instance_176.png,6,8478,0.03234100
semantic_instance_177.png,0,118811,0.45322800
semantic_instance_177.png,1,94888,0.36196899
semantic_instance_177.png,2,4408,0.01681519
semantic_instance_177.png,3,12677,0.04835892
semantic_instance_177.png,4,937,0.00357437
semantic_instance_177.png,5,21639,0.08254623
semantic_instance_177.png,6,8784,0.03350830
semantic_instance_178.png,0,119185,0.45465469
semantic_instance_178.png,1,95023,0.36248398
semantic_instance_178.png,2,4104,0.01565552
semantic_instance_178.png,3,12528,0.04779053
semantic_instance_178.png,4,809,0.00308609
semantic_instance_178.png,5,21491,0.08198166
semantic_instance_178.png,6,9004,0.03434753
semantic_instance_179.png,0,119570,0.45612335
semantic_instance_179.png,1,95129,0.36288834
semantic_instance_179.png,2,3702,0.01412201
semantic_instance_179.png,3,12389,0.04726028
semantic_instance_179.png,4,676,0.00257874
semantic_instance_179.png,5,21524,0.08210754
semantic_instance_179.png,6,9154,0.03491974
semantic_instance_180.png,0,119951,0.45757675
semantic_instance_180.png,1,95292,0.36351013
semantic_instance_180.png,2,3310,0.01262665
semantic_instance_180.png,3,12258,0.04676056
semantic_instance_180.png,4,556,0.00212097
semantic_instance_180.png,5,21545,0.08218765
semantic_instance_180.png,6,9232,0.03521729
semantic_instance_181.png,0,120281,0.45883560
semantic_instance_181.png,1,95477,0.36421585
semantic_instance_181.png,2,2921,0.01114273
semantic_instance_181.png,3,12124,0.04624939
